placeID,rating,food_rating,service_rating
135085,2,2,2
135038,2,2,1
132825,2,2,2
135060,1,2,2
135104,1,1,2
132740,0,0,0
132663,1,1,1
132732,0,0,0
132630,1,1,1
132584,2,2,2
132733,1,1,1
132732,1,2,2
132630,1,0,1
135104,0,0,0
132560,1,0,0
132584,1,2,1
132732,0,0,2
132630,1,2,0
132613,2,2,2
132667,1,2,2
135104,1,2,0
132663,1,0,2
132733,2,2,2
132660,2,2,1
132584,2,2,2
132733,2,2,2
135088,2,2,2
132583,1,2,1
132608,2,2,1
132609,1,1,1
132613,1,1,0
132663,0,0,0
132665,0,0,0
132668,0,0,0
132630,1,1,1
132715,0,0,0
132717,0,0,0
132613,0,0,0
132594,0,0,0
132608,0,0,0
132609,0,0,0
132663,0,0,0
132560,0,0,0
132564,2,2,2
132717,2,2,2
132733,2,1,2
132740,1,2,1
135071,0,0,0
132733,1,2,1
132608,1,2,1
135104,2,2,2
132584,1,2,0
132667,1,2,1
132740,1,1,1
132613,1,2,1
132594,1,1,1
132740,2,2,1
132626,2,2,2
132668,2,2,2
132715,2,2,1
134987,0,0,0
135034,2,2,2
132723,1,1,1
135046,2,2,1
135075,2,2,2
132572,1,2,1
135074,2,2,1
135028,1,1,1
135085,1,2,1
135032,2,1,2
135086,1,1,0
132723,2,2,2
135046,1,2,1
135058,1,1,1
135001,1,1,2
134983,2,2,2
134996,2,2,2
135019,2,2,2
134996,2,2,2
135001,2,2,2
134976,2,2,1
134999,2,2,2
135018,2,2,2
135013,2,2,1
134986,2,2,2
134986,2,2,2
135018,2,2,2
135088,1,0,1
132767,2,2,2
135016,0,0,0
135011,1,1,0
132767,0,0,0
135019,0,0,0
135109,0,0,0
134996,0,0,0
135011,1,2,2
134999,1,1,1
134975,2,2,2
135021,2,1,1
134987,2,0,2
134996,2,2,2
132768,1,1,1
135019,2,1,0
134975,2,1,1
134983,0,0,1
132767,1,2,1
135021,2,1,0
134996,2,1,1
135013,1,2,2
135000,2,1,1
135001,2,2,2
132768,2,2,2
134976,2,2,1
134983,1,1,1
134986,2,2,2
132766,1,1,0
132767,0,0,0
135021,2,2,2
135001,2,2,2
134975,1,1,1
134992,1,2,1
135019,1,2,0
134987,0,0,0
135016,1,2,2
132773,2,1,2
135088,0,1,0
132561,1,1,1
132706,0,2,0
132654,0,0,0
132665,2,2,2
132740,0,0,0
132733,2,2,2
132668,1,1,1
132660,2,2,2
132733,1,1,1
132608,2,2,2
132660,2,2,2
132584,2,1,1
132609,1,0,1
135104,1,2,1
132667,1,2,1
132564,1,1,1
132715,1,1,1
132732,0,0,0
132733,0,0,0
135011,2,1,2
134987,2,2,2
134976,2,2,2
135018,1,1,1
132766,0,0,1
135088,1,1,2
135016,2,2,1
132773,1,2,2
135000,1,1,1
132583,0,0,0
132768,0,0,0
135021,2,0,0
134983,0,0,0
135001,0,0,0
134992,0,0,0
135088,1,2,0
132768,2,2,2
134996,1,1,1
135109,2,2,1
135088,1,1,1
135109,1,1,1
132768,1,2,1
135051,1,2,2
135075,2,2,2
132572,2,2,2
135028,2,2,2
135025,2,2,2
132572,2,2,2
135049,0,0,0
135106,2,2,2
135072,1,2,2
135074,2,2,2
132755,2,2,2
135044,1,2,2
135048,2,2,2
135047,2,2,2
132754,2,2,2
132825,2,2,2
135076,1,1,1
135032,2,2,1
132825,1,2,0
135063,2,1,2
135018,1,2,1
132773,2,1,2
135042,2,1,2
135053,2,2,0
132754,1,2,1
132583,1,0,2
135081,2,2,1
135025,2,1,2
135038,2,1,2
135060,2,2,1
135062,2,1,1
135047,2,2,2
135042,1,2,1
135069,1,0,1
135057,1,1,2
135076,1,2,2
135043,0,0,1
135069,0,0,1
135039,0,0,0
135060,1,0,1
135052,2,0,2
132825,1,0,1
135032,0,1,1
135028,1,2,2
135085,1,2,1
135052,0,1,1
135030,1,1,1
135027,0,1,1
132830,1,1,1
132825,2,2,1
135076,1,2,1
132830,0,2,2
135108,2,2,2
135069,1,0,1
135050,2,2,2
135057,1,2,2
135081,2,1,1
135057,1,0,2
135070,2,2,2
135041,2,2,2
135069,1,2,2
135082,2,2,2
135043,1,0,0
135042,1,1,0
135071,0,0,0
135054,2,2,2
135070,2,2,1
135066,2,1,2
135032,2,2,2
135081,1,2,2
135051,2,1,2
132830,2,2,1
135082,0,0,0
135066,2,2,2
135050,0,0,0
135076,2,2,2
135081,2,2,2
135062,2,2,2
135027,2,2,2
135085,2,2,2
135052,2,2,2
132825,2,2,2
135051,2,2,2
135047,1,1,1
135026,0,0,0
135044,1,1,1
132825,1,2,1
135059,2,1,0
135065,2,2,2
135046,2,1,1
135085,2,1,2
135079,1,1,2
135055,2,2,2
132754,2,1,1
132572,0,0,0
135075,2,1,1
135080,1,1,1
135064,2,2,2
135074,2,2,2
135041,1,1,1
135069,0,0,0
135032,0,0,0
135057,2,2,2
132830,0,0,0
135028,2,1,0
135040,0,0,0
135106,2,2,2
135052,2,1,1
135041,2,1,1
135038,1,0,1
135054,1,2,1
135108,2,2,1
134986,2,2,2
135054,1,1,1
132768,2,2,2
135108,1,1,1
135032,1,1,1
135071,1,0,1
135070,1,1,1
135069,1,1,1
135081,1,1,0
135057,1,1,1
135039,1,1,1
135050,0,1,0
135043,0,0,0
135043,1,1,2
135081,0,0,2
135076,1,1,1
135082,2,2,2
135050,2,1,1
135066,1,0,1
135032,1,2,1
134986,2,2,2
135021,0,0,0
135001,2,2,2
135042,1,1,1
132583,2,2,2
135063,1,2,1
132768,2,2,2
135060,1,0,2
135038,2,2,1
135062,1,2,1
135081,1,1,1
135057,1,1,0
135066,1,1,1
135032,1,1,1
135062,0,0,1
135025,1,1,1
135069,0,1,1
135108,1,0,1
135039,2,2,1
135038,1,2,2
135027,0,1,1
135042,2,2,2
135040,0,0,0
135073,2,1,1
135033,1,1,2
135025,0,0,0
135032,1,1,2
135057,2,2,2
135060,1,1,2
135052,2,2,2
135038,2,1,2
135081,0,2,1
135045,2,1,1
135051,2,1,1
135073,2,2,2
135062,1,2,1
135063,2,1,2
135054,0,0,0
135082,0,0,0
135057,0,1,0
135071,0,1,0
132830,0,1,0
135070,0,1,0
135108,0,1,1
135069,0,1,0
135047,2,2,2
135060,0,0,0
135038,2,2,2
135085,2,2,2
135052,2,2,2
135025,2,2,2
135059,0,2,2
135027,0,2,2
132825,2,2,2
135030,1,2,2
132834,2,2,2
135057,0,0,0
135069,0,0,0
132830,0,0,0
135040,0,0,0
135033,0,0,0
135054,0,0,0
135039,0,0,0
135052,0,0,0
135081,1,2,1
135066,2,1,2
135050,2,2,2
135108,1,1,1
135076,2,2,0
135057,1,1,2
135032,1,1,1
132834,1,2,1
135057,2,1,1
132830,1,1,1
135062,1,0,1
135039,2,2,0
135051,1,1,1
135041,1,1,0
135057,2,2,2
135082,2,2,2
135054,0,0,1
135108,1,2,2
135069,1,0,1
132830,2,2,2
135070,1,1,1
135071,2,2,2
135000,0,0,0
132834,1,1,1
135106,1,1,1
135042,1,2,1
132825,1,1,0
135060,1,0,2
135032,2,2,2
135039,2,2,2
135045,2,2,0
135027,1,2,0
135073,1,2,0
135051,1,1,0
135041,1,1,1
135038,1,1,0
135028,1,1,1
135030,1,1,1
135038,1,1,1
132825,2,2,2
135085,2,2,2
135062,2,1,1
135025,1,1,2
135052,2,2,2
135028,2,2,2
135032,1,0,1
135051,1,1,0
135027,2,1,0
135050,1,2,1
135076,2,2,1
132830,1,1,0
135066,2,1,1
135041,1,1,1
135057,1,2,1
135043,0,2,0
135042,2,1,2
135032,2,1,2
135085,0,0,0
132845,1,0,2
135032,1,1,1
135045,1,2,2
135038,0,0,0
135060,1,1,1
135028,2,2,2
135106,2,2,2
135057,2,2,2
135062,2,2,1
135026,1,1,1
135032,2,2,2
132846,2,2,1
135027,0,1,1
132847,2,2,2
135054,2,1,1
135082,0,0,0
135070,0,0,0
132845,0,0,0
135108,2,2,2
132847,1,1,1
132830,2,2,2
135000,2,2,2
134996,2,1,2
134986,2,2,2
132851,1,0,2
132834,1,2,2
135064,2,2,1
135079,2,2,2
135042,2,2,2
135085,2,2,2
135025,2,2,2
132825,2,2,2
135059,2,2,2
135052,2,2,2
132754,2,2,2
135065,0,0,0
135045,2,2,2
132854,1,2,2
132856,0,1,1
132858,0,2,1
132861,1,1,2
132862,2,2,2
132862,2,2,2
135063,2,1,2
135052,2,2,2
135060,1,2,2
135042,2,2,2
132825,2,2,2
132856,2,2,2
135032,2,2,2
132834,1,1,1
135039,2,2,2
135028,2,2,2
135025,2,2,2
135030,2,2,2
135053,0,0,0
135058,1,0,2
132862,2,2,2
135072,2,2,2
135030,2,2,2
135026,2,2,2
135035,2,2,2
135045,2,2,2
132861,2,2,2
135085,2,2,2
132723,1,0,1
132825,0,0,0
135041,0,0,0
132830,0,0,0
135076,0,0,0
135038,0,0,0
132856,0,0,0
135070,0,0,0
135082,0,0,0
135108,0,0,0
132858,0,0,0
135069,0,0,0
132846,0,0,0
132845,0,0,0
132851,1,0,0
132847,0,2,0
135038,1,2,0
135057,2,2,1
135085,1,2,1
135032,0,0,0
135079,1,2,1
135046,2,2,1
132856,0,1,0
132854,0,0,0
135039,0,0,1
132825,1,2,1
135085,2,2,1
135030,2,1,1
135062,1,1,2
135047,0,0,0
135052,0,0,0
132834,1,2,1
135106,0,0,0
132754,2,2,1
135052,1,1,1
132856,0,1,0
135032,2,1,1
135025,2,1,1
132834,2,1,1
135047,1,2,1
135042,2,0,0
135039,2,1,1
132866,2,2,1
135066,2,1,2
135085,2,2,2
135033,1,1,2
135062,2,2,1
132862,2,2,2
135030,2,2,1
135079,2,2,2
135064,2,2,2
132869,2,2,1
132870,1,1,1
135041,1,2,1
134986,2,2,2
134976,1,1,0
132768,2,2,2
132766,1,2,1
132825,2,1,1
135064,0,0,0
132856,1,2,2
135085,2,2,2
135032,0,0,0
132834,1,1,1
135052,1,2,2
135060,2,2,2
135051,2,2,2
135041,1,2,1
132754,1,2,1
132862,2,1,2
135060,1,1,1
135059,2,1,1
132834,2,2,1
135058,1,1,2
135038,2,2,2
132825,1,1,0
135052,2,1,0
135063,0,0,0
135079,1,2,2
132834,2,2,2
135042,1,2,2
135032,2,2,2
135106,2,2,2
132856,2,2,2
135045,2,2,2
135060,2,2,2
135066,2,2,2
135085,2,2,0
135052,2,2,2
132862,2,2,2
135051,2,2,0
135062,2,2,2
132875,0,0,0
132877,0,0,0
132884,0,0,0
132872,1,2,2
135034,2,2,2
135058,1,2,2
135086,1,1,1
132861,1,1,1
135049,0,0,0
132723,1,0,1
132723,2,2,2
135086,1,2,1
135055,2,2,2
135058,1,2,1
135085,1,2,0
135064,1,1,1
135035,2,2,2
135072,2,2,2
135025,1,1,1
135032,1,1,0
135086,0,0,0
132572,1,1,1
135038,1,1,0
132885,1,1,1
135076,1,1,0
132834,2,2,2
132866,1,1,1
132858,1,2,1
135043,2,2,2
132885,0,0,0
132854,2,2,1
132872,1,1,2
135108,1,1,0
132851,1,1,1
132856,1,1,0
132869,1,1,1
135066,1,1,1
135069,1,1,1
135038,0,1,1
135060,2,2,2
135045,1,1,1
132846,1,1,1
135054,1,1,1
135042,1,1,1
132773,1,1,1
134999,1,1,1
135013,2,2,2
135019,1,2,1
135021,0,0,0
135021,1,2,1
132767,2,2,2
135013,2,2,2
134999,2,2,2
135019,2,2,2
132767,2,2,2
134999,2,2,2
132768,2,2,1
135021,1,2,0
134996,2,2,2
135079,1,1,1
135072,2,1,1
135085,1,2,0
135076,1,1,0
135062,2,2,0
135060,2,2,2
135039,2,2,1
135052,2,2,1
132856,2,2,2
135051,2,2,0
135025,2,2,2
135041,2,2,2
135038,2,1,1
135032,1,1,1
135045,2,1,2
134986,2,2,2
134992,1,2,1
132845,2,2,1
135071,2,2,2
132858,1,1,1
132854,2,2,2
132877,1,1,1
135071,1,0,0
132851,2,1,0
135108,2,1,0
132869,0,0,0
132869,1,1,2
132870,0,0,0
132851,2,2,1
132847,0,0,0
135082,1,0,0
132854,1,2,0
132845,1,1,1
132866,0,1,1
132870,0,0,1
135054,1,1,1
132869,2,2,2
132851,1,1,1
132877,1,1,2
132872,0,0,0
132872,0,0,0
135039,1,1,1
135027,2,1,1
135073,1,1,1
135106,0,0,0
132856,1,0,1
135032,2,2,1
135038,2,2,1
135051,2,0,2
135052,2,1,1
135041,0,0,0
135085,0,1,1
135040,1,1,1
135039,1,1,1
135045,1,1,1
135033,1,1,1
135025,2,2,2
135051,1,1,2
135085,0,0,0
135106,0,0,0
135052,0,0,0
135041,0,0,0
132872,1,1,1
135058,2,1,0
135079,2,2,0
135085,1,1,1
135042,0,1,0
132856,1,1,0
132825,0,0,0
132834,0,0,0
135038,1,1,0
132834,1,1,0
135060,1,1,1
135058,0,0,0
135032,0,0,0
135063,0,0,0
132856,0,0,0
135045,0,0,0
135028,0,0,0
135032,0,0,0
135042,0,0,0
135060,0,0,0
135049,1,0,2
135026,2,2,2
135034,2,2,1
135048,0,1,0
135065,2,2,0
132755,2,2,2
132723,2,2,2
135085,0,0,0
135053,0,0,0
135071,1,0,0
132825,0,0,0
135085,0,0,0
135052,0,0,0
135046,0,0,0
135062,0,0,0
132572,1,0,0
135038,0,0,0
135045,0,0,0
135025,2,1,1
132834,0,0,0
132723,1,1,1
134996,1,1,2
132875,2,2,1
135043,2,2,2
132885,0,0,0
135050,2,2,2
135076,2,2,2
135081,2,2,2
135028,2,2,2
132856,1,1,1
135042,0,0,0
135059,2,2,1
132825,2,2,2
132872,0,2,2
135055,2,2,2
135032,2,2,2
132825,2,2,2
135063,2,2,2
135042,2,2,2
135058,2,2,2
135085,2,2,2
135038,2,2,2
132872,1,1,1
135081,1,1,1
135060,2,2,2
135106,2,2,2
135041,2,1,2
132834,0,2,1
135052,2,2,2
135079,0,0,0
132846,2,2,2
132885,1,1,0
135060,2,1,2
132856,1,2,1
135026,1,0,2
135066,2,1,1
135065,2,2,2
132872,2,2,2
135058,2,0,2
132834,2,1,1
132754,2,1,2
135079,2,2,2
135038,2,2,2
135085,2,2,1
135030,2,1,1
135064,1,1,1
135053,2,2,2
132921,2,2,1
132922,2,2,2
132925,1,2,1
132921,2,2,1
135085,1,2,1
132825,1,1,1
135079,2,1,1
135032,2,1,1
135038,1,1,1
132861,2,2,1
135046,1,2,1
132862,1,2,2
132921,1,2,1
132884,0,0,0
135055,0,0,0
135035,1,1,1
135065,1,1,1
135028,2,1,1
135085,2,2,2
135046,2,1,1
135045,2,1,2
132951,2,1,0
132572,1,0,0
132921,2,1,1
135075,2,1,0
135038,1,1,1
135030,2,1,1
135058,1,1,1
135064,1,1,1
135028,1,1,1
132951,1,1,1
135064,0,0,0
132921,1,1,1
132825,2,2,1
132754,1,1,1
135075,2,2,2
135026,1,1,1
132862,1,2,2
132872,1,1,1
135085,1,1,1
135041,0,1,1
135072,1,1,1
132834,1,1,1
132937,2,2,1
132875,1,1,1
135038,0,0,0
132922,2,2,2
132825,0,1,1
135075,2,2,2
135079,0,0,0
132723,2,2,1
132861,1,1,1
132755,2,2,1
132875,1,2,2
135080,2,1,2
135086,1,1,1
135079,2,2,2
135066,0,0,0
135080,0,1,1
132921,1,1,1
132572,2,2,2
135052,1,1,1
132884,2,2,2
135035,1,1,1
132937,1,1,1
132951,1,1,1
132925,1,1,1
132872,1,1,1
132875,1,1,1
135085,1,1,1
135042,1,1,1
135062,1,1,1
135047,1,1,1
135059,2,1,1
132937,1,1,1
135085,1,1,1
132834,0,1,0
132754,0,0,0
132825,1,1,0
132921,1,1,1
132862,1,1,1
132922,1,1,1
135063,1,1,1
132921,1,1,1
135085,2,1,1
132922,2,1,2
132937,2,0,1
135045,2,2,2
135041,2,2,2
135060,1,1,1
132951,1,1,1
132921,0,0,0
132834,0,0,0
132951,2,2,2
135062,0,0,0
135086,0,0,0
135085,2,1,2
132834,2,2,2
132572,1,1,2
132862,2,2,2
135058,0,2,2
135059,2,0,2
135062,2,2,2
132825,2,2,1
132723,2,2,2
132755,2,2,2
135042,2,2,2
132884,2,2,2
135049,2,2,2
135075,2,2,2
132825,0,0,0
135065,0,0,0
135058,0,0,0
132723,0,0,0
132951,0,0,0
132872,1,1,1
132834,0,0,0
135072,0,0,0
132754,0,0,0
132755,1,2,1
132825,1,2,1
135048,2,2,2
132921,1,2,1
135026,2,2,2
132723,2,2,1
135075,2,2,2
135034,2,2,2
135041,2,2,2
132572,1,1,0
135075,2,2,1
135046,1,2,1
132572,1,2,2
135058,1,1,1
135044,1,1,0
135065,2,2,2
132921,2,1,2
135085,1,2,1
132572,1,2,0
135058,2,2,1
132951,1,1,2
132861,1,2,2
135001,1,1,1
134983,2,2,2
135021,2,2,2
134992,2,2,2
132768,2,2,1
135109,1,2,1
132954,2,2,2
132955,2,2,2
132958,2,2,2
132754,2,2,2
135064,1,1,0
135075,2,2,1
135028,1,1,1
132834,1,2,1
135086,1,1,2
132754,2,2,2
135080,2,2,2
135062,2,2,2
135052,2,2,2
135047,0,0,0
135026,1,1,1
135064,0,1,1
132862,2,2,2
135070,1,1,1
132954,0,0,1
135043,1,1,1
135079,1,0,0
135062,0,0,1
135051,1,2,1
132954,2,2,2
135048,0,0,0
132954,1,0,0
135086,0,0,0
132955,2,2,2
132921,1,0,0
132958,2,2,2
135046,0,0,0
135085,2,2,2
132572,0,0,1
132922,2,2,2
132866,2,1,2
135080,1,1,0
132834,1,0,0
132825,1,1,0
132862,1,1,1
132954,2,1,2
132877,1,1,1
135064,1,1,0
135046,1,0,0
135025,2,2,2
132925,2,2,2
132862,1,0,0
135075,0,1,1
132847,2,1,1
135030,1,0,1
135071,2,2,2
132834,1,0,1
132958,1,0,0
132825,0,0,0
135028,2,1,0
135047,1,1,1
132846,2,2,2
135064,2,2,2
132830,2,2,2
135079,2,1,0
135058,2,1,1
132954,1,1,0
132958,2,1,1
135026,1,0,1
132955,2,1,2
135044,2,1,1
132862,0,0,0
135085,2,2,2
135030,2,2,2
135053,0,0,0
132825,2,1,1
132754,2,2,2
135058,0,0,0
132875,0,0,0
135079,0,0,0
132925,0,0,0
135064,0,0,0
132921,0,0,0
135060,0,0,0
132954,0,0,0
132951,0,0,0
132921,2,2,1
132955,2,2,1
132884,1,1,1
135049,2,1,1
135034,2,2,1
132954,1,1,1
135079,1,1,1
132875,2,2,2
135026,2,2,2
132922,2,1,2
132572,1,0,1
135075,1,1,2
132825,1,1,1
135048,1,1,2
135030,1,1,2
132884,2,2,2
135054,2,1,2
132869,1,2,1
132866,2,2,2
135082,0,1,0
132851,2,2,2
132870,0,2,0
135062,0,0,0
132572,0,0,0
135064,0,0,0
135080,0,0,0
132951,0,0,0
132954,0,0,0
135052,0,0,0
132834,0,0,0
135060,0,0,0
135065,0,0,0
132862,0,0,0
132921,0,0,0
135042,0,0,0
135032,0,0,0
135051,0,0,0
135085,0,0,0
132862,0,0,0
135052,0,0,0
135076,2,2,2
135043,1,2,2
135058,2,2,0
135053,2,1,1
132885,1,1,1
135050,1,0,0
132872,2,2,1
135066,1,1,1
132921,2,1,1
135062,1,2,1
135106,1,1,1
132825,2,2,0
135052,1,1,1
132862,2,2,2
132875,2,2,2
135059,1,2,1
135041,2,1,0
132925,1,1,2
135085,1,1,1
135025,2,2,2
135072,1,2,1
135064,1,1,0
135086,1,0,2
135055,2,2,2
135074,1,1,2
135026,2,2,2
132862,2,2,2
132955,2,2,2
132921,2,2,2
135072,1,1,1
132723,1,2,1
135055,2,2,2
135064,1,1,1
132958,1,2,2
135075,1,2,1
132958,2,2,2
135048,1,2,2
135046,2,2,2
135028,2,2,2
135086,2,0,1
135053,2,2,2
132861,2,2,1
135062,2,2,2
135055,2,2,2
135053,1,1,1
135058,1,0,0
135079,0,0,0
135059,2,2,2
135064,0,2,0
135047,1,1,1
135065,1,1,1
132854,2,2,2
132858,2,2,0
135042,2,2,2
132870,2,2,0
135076,1,2,2
132847,2,2,0
132951,2,2,2
135060,1,1,0
132732,1,1,1
132733,1,1,1
135104,0,1,0
132732,0,1,1
132609,0,0,0
132608,0,0,0
132560,0,2,0
132740,0,2,0
132594,0,2,0
132584,0,0,0
132740,1,1,1
132706,0,0,1
132654,0,0,0
132630,2,2,2
132663,0,0,0
132613,2,2,2
132667,2,2,1
135104,1,2,1
132660,1,1,0
132732,2,2,1
132740,1,2,1
132560,1,2,1
132594,1,2,1
132663,1,2,1
132626,1,0,1
132706,2,1,2
132561,1,2,2
132665,1,1,1
132665,0,0,0
132561,1,1,1
132626,2,2,1
132564,1,1,2
132654,1,1,1
132665,1,1,2
132654,0,0,0
132561,0,0,0
132626,0,0,0
132706,1,2,1
132608,1,1,1
132609,1,2,1
132717,2,2,1
132613,1,1,1
132564,1,1,1
132732,1,1,1
132630,1,1,1
132715,1,1,0
132733,1,1,0
132594,1,1,1
132660,0,0,0
